name,price
"HP Laptop 15 s-du1523TU i3- 4GB-256GB SSD-15.6""-Win 10Home","Rs. 65,000"
"Dell Inspiron 3511 i5 11th Gen / Nvidia MX350 Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 85,000"
"Lenovo IdeaPad 1 15ADA7 2021 Ryzen 3 3250 / 8GB RAM / 256GB SSD / 15.6"" FHD display","Rs. 56,000"
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 15.6 inches HD Business Laptop (4GB/256GB SSD/Windows 10 Home/Platinum Grey/1.7Kg), 81WQ003LIN","Rs. 39,000"
Laptop HP pavilion x360,"Rs. 115,000"
"Acer Nitro 5 Gaming Laptop/ 12th Gen Intel Core i5-12500H Processor 12 core/ 15.6"" FHD 144Hz Display  8GB/512GB SSD/RTX 3050 Graphics/Windows 11 Home/RGB","Rs. 117,500"
"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","Rs. 108,000"
HP 14 Laptop 11 Generation I3 Processor 4 GB RAM  256 GB SSD 14 inch Display - OTE Nepal,"Rs. 54,000"
"HP 14-DQ2088WM Budget Laptop / i5-1135G7 / Intel Iris Xe Graphics / 8GB RAM / 256GB SSD / 14"" HD Display","Rs. 70,000"
"Asus VivoBook E410MA Celeron / 4GB RAM / 256GB SSD / 14"" HD / Windows Genuine","Rs. 49,000"
"Dell Inspiron 3511 i3 11th Gen / 4GB RAM / 128GB SSD / 1TB HDD / 15.6"" FHD Display","Rs. 59,000"
"Acer Predator Helios Neo 16 2023 i7 13th Gen / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year warranty Gaming Laptop","Rs. 209,000"
"Dell Inspiron 3501 i3 11th Gen/4 GB RAM/256 SSD/Windows Genuine/FHD 15.6""","Rs. 64,500"
"Asus VivoBook 14 X415EA i3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD display","Rs. 59,000"
"Dell lnspiron 15 5510 i5-11320H-8GB(4GB*2)-256GB
15.6""FHD-lntel IrisXE-FPR-WS10-Silver (Backpack)","Rs. 106,000"
"ASUS VivoBook 15 X515EP - (11th, i5, 8, 512 GB, 15.6"" FHD, Nvidia 2 GB MX330, Genuine Windows 10, TYPE C, 2 years, BACKLIT KB, Fingerprint, BACKPACK, Mouse, Grey, Fast Charge, Anti-Glare)","Rs. 102,000"
"2023 Zenbook 14 UM3402YA - 7th, Ryzen 5 7530, 8Gb Ram, 512Gb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint,  Genuine Win 11, 2 Years, Jade Black - Nagmani International","Rs. 122,222"
"Asus ROG Zephyrus Duo 15 SE GX551 / AMD Ryzen 9 5900HX / RTX 3080 / 32GB RAM / 1TB SSD / 15.6"" FHD Touch + 14"" FHD Touch/Stylus Support","Rs. 500,000"
Laptop Dell vostro 3510 i3/4GB/1TB 15.6 inch,"Rs. 59,990"
Dell 5410 I7-11 Th Gen 16 Gb Ram/ 512 Gb Ssd,"Rs. 118,650"
Dell Inspiron 7405  Ryzen 5 4500U  8GB RAM  256 GB SSD  14” FHD Touch Display  2 in 1 Convertible Laptop,"Rs. 95,000"
Lenovo 5 14ALC05 AMD Ryzen™7 5700U 512 GB SSD 8GB 14'',"Rs. 102,500"
"Lenovo Ideapad 3 AMD Ryzen 3 5300U processor, 4GB RAM, 256 GB SSD, 14 FULL HD, Windows 10","Rs. 52,000"
Legion 5 Ryzen-7 6800H 16 Gb Ram/ 512 Gb Ssd/ 3050Ti,"Rs. 186,900"
HP15 EF2126 RYZEN 5  AMD Ryzen 5 5500U  8 GB RAM  256GB SSD  AMD Radeon Graphic  15.6’’ FHD Display,"Rs. 65,000"
"Lenovo Ideapad 3 AMD Ryzen 5 5500U processor, 8GB RAM, 256 GB SSD, 14 FULL HD, Windows 10","Rs. 63,500"
"HP Victus 15 2022 i5 12450H 8 Core / NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" 144hz FHD display","Rs. 102,000"
Dell Vostro 3520 Intel Core i7 1255U – 8GB DDR4 RAM – 512GB SSD Storage – NVIDIA MX550 2GB Graphics – 15.6″ FHD 120Hz Display – Black,"Rs. 101,999"
"Dell Latitude 3330 / i5 processor / 11Gen / 16 GB RAM / 512GB SSD / 13.3"" FHD DIsplay","Rs. 75,000"
"World's Smallest and Thinnest Laptop | Asus Zenbook S 13 OLED Ultra Laptop, 13.3” OLED 2.8K Display, Intel Evo Certified, i7-1355U CPU, Intel® Iris Xe Graphics, 16GB RAM, 1TB SSD, Windows 11 | Nagmani International","Rs. 204,444"
Laptop Acer Nitro5 AN515-55-56SJ i5 10th Gen-8GB-512SSD-RTX3060 6GB-OS,"Rs. 149,000"
"Asus zenbook pro 14 duo ux8402 -i9 12th gen intel, 1 tb ssd, 3050ti graphics, 32 gb, 120 hz 14 inch oled display","Rs. 388,888"
"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 256GB HDD / 15.6"" FHD Display","Rs. 86,000"
Lenovo IdeaPad 3 | Ryzen 3-5300u | AMD Radeon Graphics | 4GB RAM | 256GB SSD | 14″ FHD Display,"Rs. 48,000"
"Acer Nitro 5 2023 i5 12450H / RTX 4050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / 2 Year Warranty","Rs. 157,000"
"Lenovo Ideapad 3 15 2021 Ryzen 5 5500U / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","Rs. 85,000"
Dell Inspiron 3501 (15.6 inches) FHD  (Intel i5-1135G7 / 8GB / 1TB HDD + 128GB SSD / INVIDIA MX350-FPR 2GB GDDR5 Graphics,"Rs. 94,000"
HP 14 AMD Ryzen 3-3250U 4GB Ram 256Gb SSSD 14-inch Display – OTE Nepal,"Rs. 52,000"
"OMEN by HP Gaming Laptop PC AMD Ryzen 7 6800H/ 16GB RAM 512GB SSD/ NVIDIA GeForce RTX 3060/ 16.1"" FHD IPS 144Hz Display/ Windows 11/ RGB Keyboard/ Mica Silver","Rs. 165,000"
Dell Inspiron 3511 i3  11th Gen  8GB RAM  256 GB SSD  15.6” FHD,"Rs. 61,999"
Asus Vivobook 14 X1404VA-EB227W - i7 1355U | 8GB | 512SSD | Intel UHD | FHD,"Rs. 116,500"
"Dell Laptop Vostro 3511 i5 11th Gen 15.6"" 8GB 256GB","Rs. 73,000"
Hp 14S-FQ1052AU AMD Ryzen 3 5300U 4GB 256GB SSD 14 black,"Rs. 60,000"
"HP Envy x360 13M i7 11th Gen / 8GB RAM / 512GB SSD / 13.3"" FHD 3","Rs. 136,999"
Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB  256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,"Rs. 145,000"
"HP Notebook 15s-du3507TX i5-1135G7 / NVIDIA MX350 / 8GB RAM / 512GB SSD /15.6"" FHD Display","Rs. 85,000"
"Acer Predator Helios 300 10 Gen i7-10750H, 8GB RAM, 512GB SSD, RTX 2060 6GB, 15.6"" FULL HD 144Hz,","Rs. 135,000"
"Dell Vostro 3510 i3 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display","Rs. 60,000"
MSI Modern 14 B10MW | 10th Gen i5-10210U | 8GB RAM | 256GB SSD | Intel UHD | Win 10,"Rs. 90,000"
"HP Envy x360 i7 12th Gen 8GB RAM 512GB SSD 13.3"" FHD 360 TouchScreen Display","Rs. 139,790"
"HP Laptop 15 s-du3538TU 49Y24PA i5-1135G7-8GB(2*4GB)-1TBHDD-15.6""","Rs. 94,000"
"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 1TB HDD / 14"" HD Display / 3years Warranty","Rs. 95,000"
Dell Inspiron 3520 - i7 - 1255U | 8GB | 512GB SSD | Intel UHD | FHD,"Rs. 119,500"
"Acer Predator Helios Neo 16 2023 i7 13th Gen / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / RGB Backlit Keyboard","Rs. 226,600"
Dell Inspiron 3520 - i5 - 1235U | 8GB | 256GB SSD | Intel UHD | FHD,"Rs. 98,500"
"Dell Laptop Vostro 3520 | Intel i7 12th Gen | 8GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz | FPR","Rs. 99,999"
"Razer Blade 15 2020 i7 10th Gen  16GB RAM  256GB SSD  GTX 1660Ti   15.6"" 120Hz FHD Display","Rs. 230,000"
Acer Predator Helios 300 I7 11Th Gen 8 Gb Ram/ 1 Tb Ssd/ Rtx 3060,"Rs. 210,000"
"Asus vivobook 15 k513eq i5-11th gen / 8gb ram / 512gb ssd/ 15.6"" fhd ips display/ mx350 2gb / fingerprint / gold / bagpack / mouse","Rs. 110,000"
"ASUS R410MA Intel Celeron / N4020 / 4GB RAM / 128GB SSD 14"" HD Laptop","Rs. 38,350"
"Dell Inspiron 3511 I3 11th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD Display","Rs. 64,000"
Asus ZenBook 14 2023 UM3402 Ryzen 7 7730U / 16GB RAM / 1TB SSD / 14'' WQXGA Display / Backlit Keyboard,"Rs. 155,910"
"ASUS E410M - 10th Gen, Celeron, 4 GB, 128 GB, 14"", 8 Hour, BLACK, BLUE, GENUINE WIN 10","Rs. 45,000"
"HP Envy x360 13M i7 11th Gen 8Gb Ram 512Gb Ssd 13.3"" OLED 360 TouchScreen Display","Rs. 142,000"
"ASUS ZenBook 14 UM425UG Ryzen 5 5500U 8GB DDR4 RAM 512GB SSD NVIDIA MX450 2GB 14"" FHD IPS display - OTE","Rs. 125,000"
"HP ProBook 635 Aero G8 13.3"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5600U Hexa-core (6 Core) 2.30 GHz - 16 GB RAM - 512 GB SSD","Rs. 95,500"
Dell Inspiron 14 7420 - i5 1235U | 8GB | 512SSD | Intel UHD | Touch 2-in-1 | FHD | Office,"Rs. 139,900"
"Dell Vostro 3510 i7 11th Gen / 8GB RAM / 512GB HDD / NVIDIA MX350 / 15.6"" FHD Display","Rs. 104,999"
"Dell XPS 15 9500 I7 10TH GEN/ 16GB RAM/ 1TB SSD/ GTX 1650ti/ 15.6"" FHD","Rs. 265,000"
Dell Vostro 3520 i7 12th Gen 8GB RAM 512GB SSD 15.6″ Full HD NVIDIA MX550 2GB Laptop,"Rs. 106,990"
"ASUS ZENBOOK DUO UX482EG i7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH","Rs. 236,500"
MSI GF63 Thin 10SC| i7-10th Gen 10750H | 8GB | 512GB | NVIDIA GTX 1650-4GB| Win 10,"Rs. 109,900"
"Lenovo Legion Pro 5i / i9-13900HX /  RTX 4070 8GB / 16GB RAM / 1TB SSD / 16"" Display 240Hz","Rs. 325,000"
Laptop Asus VivoBook F415EA-UB51 i5 11th Gen-8GB-256SSD-OS,"Rs. 82,000"
"HP 15s-du2101TU/ 10th Gen / Intel Core i5 / 8GB RAM /256GB SSD /15.6 ""","Rs. 85,600"
Asus ROG Strix G16 (2023) G614JU-N3122W - i7-13650HX | 16GB RAM | 1TB SSD | RTX 4050 | 16 Inch WUXGA | 165Hz | Free ROG Backpack And ROG Impact Gaming Mouse,"Rs. 253,500"
"Asus TUF F15 Gaming Laptop I5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 125,000"
Asus ROG Strix G18 (2023) G814JI-N5128W - i9 13980HX | 16GB | 1TB SSD | GeForce RTX4070 8GB | WQXGA,"Rs. 325,500"
"Asus Zenbook 14 Ux3402Za-Kp501W 16 Inch,16Gb/512Gb,Intel Core I7","Rs. 154,444"
Asus L510M  Ultra Slim Design / Intel Celeron N 4020 Processor  4 GB RAM  128 GB SSD  15.6’’ FHD,"Rs. 45,000"
"Dell XPS 13 (9310), 13.4- inch UHD+ Touch Laptop - Intel Core i7-1185G7, 32GB,1TB SSD","Rs. 280,000"
MSI GF63 Thin 10UD I5 10TH GEN / RTX 3050Ti,"Rs. 128,000"
"HP Laptop 15 s-du3507TX 49Y19PA i5-1135G7-8GB-512GB-15.6""","Rs. 107,000"
"HP OMEN 15 Ryzen 7 Pro 4800H, 16GB RAM DDR4,  1TB SSD, GTX 1660Ti 6GB DDR6, 15.6"" FHD 144Hz, BACKLIT KEYBOARDB SSD","Rs. 130,000"
"Asus TUF Gaming F15 FX506HCB / i7-11th Gen 11800H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz - Grey","Rs. 163,000"
"HP 14- DQ2055WM i3 11th Gen  4GB RAM  1TB HDD  14"" HD Display","Rs. 62,000"
"Acer Predator Helios Neo 16 / i7 13th Gen / RTX 4060 / 16GB RAM / 1TB SSD / 16"" 165Hz Display","Rs. 229,990"
"Asus Zephyrus G14 2021 GA401QH Ryzen 7 5800HS / GTX 1650/ 16GB RAM / 512GB SSD / 14"" FHD 144Hz Display","Rs. 178,000"
"HP Probook 630 G8 -I7 11th/8gb/512gb ssd/13.3""","Rs. 124,000"
"ASUS Zenbook 14 Flip OLED UP3404VA -i7 13th Gen 1360P/ 16 GB RAM/ 1 TB G4 SSD/ Intel® Iris Xe Graphics/ 14"" OLED WQ+ 2.8K Display/ Genuine Windows 11/ Office/ Foggy silver/ Sleeve/ Stylus","Rs. 208,333"
Dell Inspiron 3520 - i5 - 1235U | 8GB | 512GB SSD | MX550 2GB GDDR6 | FHD,"Rs. 122,900"
"Asus Zenbook Ux425Ea-Ki440W - I7 14 Inch,16Gb/512Gb,Intel Core I7","Rs. 154,444"
"Acer Aspire 5 2020 i5 11th Gen  8GB RAM  512GB SSD  15.6"" FHD Display / Backlight Keyboard","Rs. 87,000"
Acer Predator Helios 16 Gaming Laptop 13th Gen Intel Core i9 \ Windows 11 Home \ 16 GB RAM \ 1 TB SSD \ NVIDIA GeForce RTX 4080 \ WQXGA Display 240Hz \ 2 Years Warranty,"Rs. 380,000"
Laptop Acer Nitro5 AN515-55-77QE i7 10th Gen-8GB-512SSD-GTX1660TI 6GB,"Rs. 149,600"
"Asus VivoBook 14 X413EA I5 11th Gen / 8GB / 256GB / 14"" FHD Display / Metal Body / Long Battery","Rs. 95,000"
"Acer Aspire 5 2021 I5 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 92,000"
"Dell Inspiron 5400 2-In-1 I7 10th Gen / 8GB RAM / 512GB SSD / 14"" FHD X360 Touch Display","Rs. 121,000"
Acer Aspire 3 AMD Ryzen 3-3250U  8GB Ram  256GB SSD  AMD RADEON  15.6’’ HD Display,"Rs. 62,000"
Dell Vostro 3500/ I7 Processor/8Gb Ram/512Gb Ssd/2Gb Graphics/11th Gen,"Rs. 125,000"
"Acer Nitro 5  AN515-47 Gaming Laptop AMD Ryzen™ 7 7735HS Octa-core Processor - 8GB DDR5 4800MHz RAM - 512GB PCle NVMe SSD - NVIDIA GeForce RTX 3050 4GB Graphics -  15.6"" 144Hz FHD Display - Obsidian Black","Rs. 134,999"
"Asus ZenBook Flip 13 UX363EA I5 11th Gen / 16GB RAM / 512GB SSD / Magic NumPad / Stylus / 13.3"" FHD 360-Degree Touchscreen Display","Rs. 146,000"
Dell Inspiron 3501 Intel 11 Generation Core I5 DDR4 8 GB RAM| 512 GB SSD + 1 TB HDD| 15.6-inch Display | Silver - OTE,"Rs. 90,000"
"Acer Aspire 5 2021 A515-56-79ME I7 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 118,000"
"Asus Zephyrus G14 2021 GA401QM Ryzen 9 5900HS / RTX 3060 / 16GB RAM / 1TB SSD / 14"" FHD 144Hz Display","Rs. 247,000"
"Nitro 5 AN515-58 i512th gen, 8gb, 512, RTX3050Ti","Rs. 120,000"
"Asus Vivobook K513Ea 15.6 Inch,8Gb/512Gb,Intel Core I5","Rs. 105,555"
Acer Aspire 3 AMD Ryzen 3-3250U  4GB Ram  256GB SSD  AMD RADEON  Window 10  15.6’’ HD Display,"Rs. 56,000"
Dell Inspiron 14 - 5420| i5 - 1235U | 8GB | 512 SSD | Intel UHD | FHD | Office,"Rs. 125,900"
"Asus VivoBook 15 X515JP i7 10th Gen / NVIDIA MX330 / 8GB RAM/ 512GB SSD / 15.6"" FHD display.","Rs. 128,100"
"Acer Predator Helios 16 2023 i7 13th Gen / RTX 4060 / 16gb Ram / 1tb Ssd / 16"" Wqxga 165Hz Display Gaming laptop","Rs. 233,000"
HP 15-EF2126  RYZEN 5 5500U  8GB RAM  256 GB SSD  AMD Radeon Graphic  15.6’’ FHD Edge To Edge Display,"Rs. 75,000"
"Acer Predator Helios 300 / i7 12th Gen / RTX 3060 /16GB RAM / 512 SSD / 15.6"" FHD 165Hz","Rs. 196,990"
HP Envy 13 i7 12thGen  8GB Ram  512 GB SSD  13.3’’ WUXGA 360 degree Touch Display  Window 11,"Rs. 128,000"
"Asus ROG Strix Scar 15 2021 G533QM Ryzen 9 5900HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","Rs. 288,000"
"Acer Nitro 5 2020 I7 10TH GEN / GTX 1650ti / 15.6"" FHD / 8GB RAM / 512GB SSD","Rs. 150,000"
"Asus TUF A15 2023 FA507NU Ryzen 7 7735HS  8GB DDR5 RAM 512GB SSD 6GB RTX 4050 Graphics 144Hz 15.6"" (2 Years Warranty with Free Bag and Mouse)","Rs. 179,000"
Laptop Acer AN515-45-R75R AMD Ryzen7 8GB-512SSD-RTX3060 6GB-OS,"Rs. 158,600"
"Acer Nitro 5 2023 Amd Ryzen™ 5 7535HS / RTX 3050 / 8GB Ram / 512GB SSD / 15.6"" FHD 144Hz Display Gaming Laptop","Rs. 128,000"
"Acer Predator Helios Neo 16 13th Gen Intel Core i7/ NVIDIA GeForce RTX 4050 6GB/ 16GB DDR5 RAM 1TB SSD/ 16"" WUXGA IPS 165Hz DDS/ RGB Keyboard/ Black","Rs. 200,000"
Acer Nitro 5 i5-11th Gen 8GB/ 512GB/ GTX1650 4GB 144Hz FHD Display,"Rs. 102,500"
"Asus ZenBook Pro Duo UX582LR I9 10th Gen / 32GB RAM / 1TB SSD / RTX 3070 / 15.6"" 4K OLED Touch Display + 14"" 4K OLED ScreenPad Plus","Rs. 488,000"
Laptop Acer Nitro5 AN515-45-R7WA AMD Ryzen7-16GB-512SSD-RTX3060 6GB-Win10,"Rs. 170,000"
"Asus ROG Zephyrus G15 2021 GA503QM Ryzen 9 5900HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz Display","Rs. 265,000"
"Asus VivoBook S15 S533EA I7 11th Gen / 16GB RAM / 512GB SSD / Iris Xe Graphics / 15.6"" FHD Display","Rs. 141,000"
Dell Inspiron 3520 - i5 - 1235U | 8GB | 512GB SSD | Intel UHD | FHD,"Rs. 102,900"
"Acer Nitro 5 AN515-47 Gaming Laptop AMD Ryzen™ 5 7535HS - 8GB DDR5 4800MHz RAM - 512GB NVMe SSD - NVIDIA GeForce RTX 3050 4GB - 15.6"" 144Hz FHD Display - Obsidian Black","Rs. 122,999"
"ASUS TUF Gaming F15 FX506HF - (i5-11th Gen 11400H/ RTX 2050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display/ Color-Grey / Bagpack / Mouse \ Nagmani International","Rs. 118,888"
Aspire 5 A514-54G-71MB Notebook,"Rs. 111,000"
Dell Inspiron G15 5511 - i5 11400H | 8GB | 256SSD | NVIDIA RTX 3050 4GB GDDR6 | FHD | Win 11,"Rs. 143,900"
Laptop Acer AN515-56-55JS i5 11th Gen-8GB-512SSD-GTX1650 4GB-OS,"Rs. 122,500"
Acer Nitro 5 (2022) 12 Gen I5 8/512/3050 RTX,"Rs. 125,000"
"Victus by HP 15 Gaming Laptop / Intel Core i5-13420H 13th Gen / 8GB RAM / 512GB NVMe SSD / NVIDIA GeForce RTX 3050 6GB GPU / 15.6"" FHD 144Hz Display / Windows 11 Home / Backlit Keyboard","Rs. 123,999"
Laptop Acer Swift3 SF314-510G-71CT i7 11th Gen-16GB-1TB SSD-4GB-OS,"Rs. 140,000"
"ASUS TUF Gaming F15 FX506HEB / i7 11th Gen 11800H / RTX 3050 TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display - Grey","Rs. 159,900"
"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / backlight Keyboard / 2 Year warranty","Rs. 140,000"
HP Victus 15 -fa0031dx Gaming - i5 - 12450H 12th Gen 8GB RAM 512GB SSD 15.6 Full HD 144Hz NVIDIA GTX 1650 4GB Laptop,"Rs. 100,000"
Dell Alienware M15 R6  i7 11800H  32GB RAM  1TB NVMe SSD  RTX 3070 GDDR6  QHD Display With 240Hz,"Rs. 299,999"
"Acer Predator Helios 300 2021 / i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 127,000"
"ASUS TUF Gaming A15 FA506LHRB-HN108W / Ryzen 5 4600H / GTX 1650 4GB / 8GB RAM / 512GB SSD / 15.6"" FHD IPS 144Hz Display","Rs. 120,000"
HP Victus 16 2021 i7 11th Gen Rtx 3060 16Gb Ram 512Gb Ssd 16.1 144hz Fhd display,"Rs. 163,490"
Asus ZenBook 14 UM425IA Ryzen 7 / Radeon Graphics / 16GB RAM / 512GB SSD / 14'' FHD Display / Magic NumPad,"Rs. 142,000"
"ASUS TUF Gaming A15 (2023) 90WHr Battery, AMD Ryzen 7 7735HS, 15.6"" FHD 144Hz, 6GB RTX 4050, Gaming Laptop (16GB/1TB NVME SSD/Windows 11/ RGB/Gray)","Rs. 192,400"
Dell Inspiron 5510 Intel Core I5 11 Generation 8 GB RAM DDR4 512 GB SSD 2 GB Graphics MX450 15.6-inch Display - OTE,"Rs. 150,000"
"GF63 Thin 10SC, 10th Gen. Intel® Core™ i7- 10750H  6 Core 12 Threats 2.6GHz ~ 4.5GHz Processor, NVIDIA® GeForce GTX™ 1650 Laptop GPU, 4GB GDDR6, 15.6"" FHD (1920x1080), 60Hz, IPS-Level, 8GB 3200 RAM, 512GB NVME SSD","Rs. 107,999"
"ASUS TUF Gaming A15 - FA507RF - 15.6-inch FHD 144Hz, AMD Ryzen 7 6800H, RTX 2050 , 8GB DDR5 RAM, 512 GB NVMe SSD/Windows 11/ Bagpack/ Mouse \ Nagmani International","Rs. 136,667"
"Asus TUF F15 2021 FX506HE I5 11Th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 162,000"
MSI Modern 15 A11SBU | i5-11th gen 1155G7 | 8GB RAM | 512GB SSD | Mx450 2GB | Win 10,"Rs. 135,000"
"Asus ROG Strix G15 2021 G513IE Ryzen 7 4800H / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 194,000"
Dell Inspiron 7506 2-in-1 360-degree Touch Screen,"Rs. 115,000"
Lenovo ThinkPad L13 Yoga 2-in-1 13.3″ Touch-Screen Laptop with Stylus / Intel Core i5-1135G7 / 16GB DDR4 RAM / 512GB SSD Storage / Windows 11 / FingerPrint Reader,"Rs. 95,000"
"Asus 13Th Gen Zenbook Flip Oled Up3404-Kn110Ws - New 14 Inch,16Gb/1Tb,Ryzen 7","Rs. 208,333"
HP VICTUS 15 / Intel core i5-13420H Processor / 15.6″ (1920×1080) FHD IPS Display / 16GB RAM / 512 GB SSD / NVIDIA® RTX 3050(6GB Dedicated Graphics) 144Hz Refresh Rate,"Rs. 119,999"
"MSI GE66 Raider 10SF I7 10TH GEN / RTX 2070 / 15.6"" 240Hz FHD / 1TB SSD/ 16GB RAM","Rs. 306,000"
"HP EliteBook X360 830 G8 Touch | 16GB RAM | 512GB SSD | 13.3"" FHD Touch | Windows 10 Pro Genuine  | 3 yrs Warranty","Rs. 205,000"
"Acer Nitro 5 2020 I7 10TH GEN / GTX 1650ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","Rs. 150,000"
"Asus Tuf Gaming F15 Fx506Lhb - I5 15.6 Inch,8Gb/512Gb,Intel Core I5","Rs. 127,777"
HP Elitebook 830 G8 Business Laptop / Intel Core i7/ 16GB RAM/ 512GB SSD/ 3 Yrs Warranty,"Rs. 180,000"
HP Victus 15 12 Gen I5 8 GB RAM 512 GB SSD NVDIA GTX 1650 4 GB  15.6 inch FHD 144Hz Display - OTE,"Rs. 115,000"
"Dell G5 2021 G5511 I5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","Rs. 135,000"
Acer Nitro5 An515-55-742H / Intel Core I7-10750H / 16Gb Ram / 512Gb Nvme Ssd /  Nvidia Geforce Gtx 1650Ti / 144Hz Rgb Backlit Keyboard / 15.6 Full Hd Display,"Rs. 115,000"
Dynabook Portege X40L-K [I7 / 32GB RAM / 1TB SSD / Windows 11 Pro / Eyesafe® certified / 3 years international warranty],"Rs. 268,000"
"Asus ROG Strix G18 2023 G814JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 18"" WQXGA 165Hz display","Rs. 344,298"
"Acer Laptop Predator Helios 300 | Intel i7 12th Gen | 16GB RAM | 512GB SSD | RTX 3060 6GB | 15.6"" FHD 165Hz","Rs. 181,999"
"Acer Aspire7 A715-42g  AMD Ryzen5-5500u 16GB RAM 512gb NVME SSD Nvidia Geforce GTX 1650  4GB Backlit K0eybard 15.6"" Finger print Reader","Rs. 85,000"
"MSI GS75 STEALTH I7 9TH GEN/ 16GB RAM/ 1TB SSD/ RTX 2070/ 17.3"" FHD 144Hz","Rs. 280,000"
MSI Modern 14 - B5M,"Rs. 88,700"
"Asus Vivobook Pro 14 M3401Qc - Oled 14 Inch,16Gb/1Tb,Intel Core I7","Rs. 187,777"
"Acer Predator Helios Neo 16 2023 i7 13th Gen / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year warranty","Rs. 225,000"
"Dell Vostro 3400 i3 11th Gen / 4GB RAM / 1TB HDD / 14"" Display","Rs. 44,999"
"Acer Nitro 5 / Ryzen7 5800H / 8GB RAM / 512 SSD / RTX3060 6GB / 15.6"" FHD 144Hz Display","Rs. 143,490"
"MSI Creator 15 A10SF I7 10th Gen / RTX 2070 MAX-Q / 32GB RAM / 1TB SSD / 15.6"" 4K UHD Display","Rs. 360,000"
Dell latitude 3430 i7 12th gen 8gb ram 512gb ssd os,"Rs. 184,500"
"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","Rs. 109,000"
"Lenovo Legion 5 Pro / Ryzen 9 6900HX / 16GB RAM / 1TB SSD / RTX 3070Ti /16"" QHD 165Hz Display","Rs. 275,490"
Apple MacBook Pro M2/8C CPU/10C GPU/8GB/256GB SSD with 1 year Insurance (Breakage) - EvoStore,"Rs. 189,900"
"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","Rs. 128,000"
Lenovo IP 1 Ryzen 3 7320U 4GB RAM/256GB SSD/15.6 Display,"Rs. 44,999"
"HP Victus 15 / Ryzen 7 5800H / RTX 3050Ti 4GB GFX / 16GB RAM / 512GB SSD /15.6""IPS 144Hrz","Rs. 153,000"
"Asus ROG Zephyrus M16 GU603HM I9 11th Gen / RTX 3060 / 32GB RAM / 1TB SSD / 16"" WQXGA Display 144Hz Display","Rs. 339,000"
"MSI GF63 Thin 10SC / i5 10th Gen / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 102,990"
